Year,Units,display,Bundesland,GeoCode,Value
2013,percentage (%),a) time series,sh,010000000000,27.0
2014,percentage (%),a) time series,sh,010000000000,29.4
2015,percentage (%),a) time series,sh,010000000000,30.8
2016,percentage (%),a) time series,sh,010000000000,33.4
2017,percentage (%),a) time series,sh,010000000000,34.6
2008,percentage (%),a) time series,th,160000000000,25.0
2009,percentage (%),a) time series,th,160000000000,28.4
2010,percentage (%),a) time series,th,160000000000,29.4
2011,percentage (%),a) time series,th,160000000000,32.1
2012,percentage (%),a) time series,th,160000000000,34.6
2013,percentage (%),a) time series,th,160000000000,37.0
2014,percentage (%),a) time series,th,160000000000,40.6
2015,percentage (%),a) time series,th,160000000000,43.3
2016,percentage (%),a) time series,th,160000000000,45.2
2017,percentage (%),a) time series,th,160000000000,47.6
