Year,Units,display,Bundesland,GeoCode,Value
2001,percentage (%),a) time series,hb,code04,2.600
2002,percentage (%),a) time series,hb,code04,2.200
2003,percentage (%),a) time series,hb,code04,2.300
2004,percentage (%),a) time series,hb,code04,2.600
2005,percentage (%),a) time series,hb,code04,4.000
2006,percentage (%),a) time series,hb,code04,4.300
2007,percentage (%),a) time series,hb,code04,5.100
2008,percentage (%),a) time series,hb,code04,5.900
2009,percentage (%),a) time series,hb,code04,6.200
2010,percentage (%),a) time series,hb,code04,7.200
2011,percentage (%),a) time series,hb,code04,9.000
2012,percentage (%),a) time series,hb,code04,10.300
2013,percentage (%),a) time series,hb,code04,13.100
2014,percentage (%),a) time series,hb,code04,14.200
2015,percentage (%),a) time series,hb,code04,15.200
2016,percentage (%),a) time series,hb,code04,13.900
2003,percentage (%),a) time series,hh,code02,1.100
2004,percentage (%),a) time series,hh,code02,1.200
2005,percentage (%),a) time series,hh,code02,1.300
2006,percentage (%),a) time series,hh,code02,2.700
2007,percentage (%),a) time series,hh,code02,2.700
2008,percentage (%),a) time series,hh,code02,2.700
2009,percentage (%),a) time series,hh,code02,2.900
2010,percentage (%),a) time series,hh,code02,2.600
2011,percentage (%),a) time series,hh,code02,2.800
2012,percentage (%),a) time series,hh,code02,2.900
2013,percentage (%),a) time series,hh,code02,2.800
2014,percentage (%),a) time series,hh,code02,3.700
2015,percentage (%),a) time series,hh,code02,3.900
2016,percentage (%),a) time series,hh,code02,3.300
1990,percentage (%),a) time series,he,code06,0.800
1995,percentage (%),a) time series,he,code06,1.500
1996,percentage (%),a) time series,he,code06,1.400
1997,percentage (%),a) time series,he,code06,1.500
1998,percentage (%),a) time series,he,code06,1.900
1999,percentage (%),a) time series,he,code06,2.100
2000,percentage (%),a) time series,he,code06,2.200
2001,percentage (%),a) time series,he,code06,2.800
2002,percentage (%),a) time series,he,code06,2.900
2003,percentage (%),a) time series,he,code06,2.900
2004,percentage (%),a) time series,he,code06,3.500
2005,percentage (%),a) time series,he,code06,3.800
2006,percentage (%),a) time series,he,code06,4.300
2007,percentage (%),a) time series,he,code06,5.400
2008,percentage (%),a) time series,he,code06,5.600
2009,percentage (%),a) time series,he,code06,6.700
2010,percentage (%),a) time series,he,code06,7.900
2011,percentage (%),a) time series,he,code06,9.800
2012,percentage (%),a) time series,he,code06,11.100
2013,percentage (%),a) time series,he,code06,12.500
2014,percentage (%),a) time series,he,code06,14.200
2015,percentage (%),a) time series,he,code06,16.400
2016,percentage (%),a) time series,he,code06,16.900
1990,percentage (%),a) time series,mv,code13,0.000
1991,percentage (%),a) time series,mv,code13,0.000
1992,percentage (%),a) time series,mv,code13,0.000
1993,percentage (%),a) time series,mv,code13,0.000
1994,percentage (%),a) time series,mv,code13,1.300
1995,percentage (%),a) time series,mv,code13,1.500
1996,percentage (%),a) time series,mv,code13,2.100
1997,percentage (%),a) time series,mv,code13,3.500
1998,percentage (%),a) time series,mv,code13,5.400
1999,percentage (%),a) time series,mv,code13,8.400
2000,percentage (%),a) time series,mv,code13,12.100
2001,percentage (%),a) time series,mv,code13,13.200
2002,percentage (%),a) time series,mv,code13,20.600
2003,percentage (%),a) time series,mv,code13,20.500
2004,percentage (%),a) time series,mv,code13,31.100
2005,percentage (%),a) time series,mv,code13,31.000
2006,percentage (%),a) time series,mv,code13,31.700
2007,percentage (%),a) time series,mv,code13,44.600
2008,percentage (%),a) time series,mv,code13,52.300
2009,percentage (%),a) time series,mv,code13,54.700
2010,percentage (%),a) time series,mv,code13,56.700
2011,percentage (%),a) time series,mv,code13,72.900
2012,percentage (%),a) time series,mv,code13,90.200
2013,percentage (%),a) time series,mv,code13,98.100
2014,percentage (%),a) time series,mv,code13,112.000
2004,percentage (%),a) time series,ni,code03,14.300
2006,percentage (%),a) time series,ni,code03,19.000
2008,percentage (%),a) time series,ni,code03,26.800
2009,percentage (%),a) time series,ni,code03,27.000
2010,percentage (%),a) time series,ni,code03,27.500
2011,percentage (%),a) time series,ni,code03,34.600
2012,percentage (%),a) time series,ni,code03,40.200
2013,percentage (%),a) time series,ni,code03,40.900
2014,percentage (%),a) time series,ni,code03,45.600
2015,percentage (%),a) time series,ni,code03,55.400
2016,percentage (%),a) time series,ni,code03,56.700
1990,percentage (%),a) time series,nw,code05,0.300
1991,percentage (%),a) time series,nw,code05,0.400
1992,percentage (%),a) time series,nw,code05,0.400
1993,percentage (%),a) time series,nw,code05,0.400
1994,percentage (%),a) time series,nw,code05,0.500
1995,percentage (%),a) time series,nw,code05,0.700
1996,percentage (%),a) time series,nw,code05,0.600
1997,percentage (%),a) time series,nw,code05,0.800
1998,percentage (%),a) time series,nw,code05,0.900
1999,percentage (%),a) time series,nw,code05,1.100
2000,percentage (%),a) time series,nw,code05,1.100
2001,percentage (%),a) time series,nw,code05,1.800
2002,percentage (%),a) time series,nw,code05,3.000
2003,percentage (%),a) time series,nw,code05,3.600
2004,percentage (%),a) time series,nw,code05,4.800
2005,percentage (%),a) time series,nw,code05,5.700
2006,percentage (%),a) time series,nw,code05,5.800
2007,percentage (%),a) time series,nw,code05,6.100
2008,percentage (%),a) time series,nw,code05,4.700
2009,percentage (%),a) time series,nw,code05,8.000
2010,percentage (%),a) time series,nw,code05,7.900
2011,percentage (%),a) time series,nw,code05,8.900
2012,percentage (%),a) time series,nw,code05,9.700
2013,percentage (%),a) time series,nw,code05,10.600
2014,percentage (%),a) time series,nw,code05,10.600
2015,percentage (%),a) time series,nw,code05,12.300
1990,percentage (%),a) time series,rp,code07,3.200
1991,percentage (%),a) time series,rp,code07,2.900
1992,percentage (%),a) time series,rp,code07,3.600
1993,percentage (%),a) time series,rp,code07,2.900
1994,percentage (%),a) time series,rp,code07,3.800
1995,percentage (%),a) time series,rp,code07,3.600
1996,percentage (%),a) time series,rp,code07,2.800
1997,percentage (%),a) time series,rp,code07,3.500
1998,percentage (%),a) time series,rp,code07,4.100
1999,percentage (%),a) time series,rp,code07,4.000
2000,percentage (%),a) time series,rp,code07,4.800
2001,percentage (%),a) time series,rp,code07,5.400
2002,percentage (%),a) time series,rp,code07,5.400
2003,percentage (%),a) time series,rp,code07,5.400
2004,percentage (%),a) time series,rp,code07,7.500
2005,percentage (%),a) time series,rp,code07,7.900
2006,percentage (%),a) time series,rp,code07,10.100
2007,percentage (%),a) time series,rp,code07,12.600
2008,percentage (%),a) time series,rp,code07,13.000
2009,percentage (%),a) time series,rp,code07,14.400
2010,percentage (%),a) time series,rp,code07,15.200
2011,percentage (%),a) time series,rp,code07,16.700
2012,percentage (%),a) time series,rp,code07,20.600
2013,percentage (%),a) time series,rp,code07,23.100
2014,percentage (%),a) time series,rp,code07,25.600
2015,percentage (%),a) time series,rp,code07,30.700
2016,percentage (%),a) time series,rp,code07,31.200
1990,percentage (%),a) time series,sl,code10,0.000
1991,percentage (%),a) time series,sl,code10,0.000
1992,percentage (%),a) time series,sl,code10,0.000
1993,percentage (%),a) time series,sl,code10,0.000
1994,percentage (%),a) time series,sl,code10,0.000
1995,percentage (%),a) time series,sl,code10,0.000
1996,percentage (%),a) time series,sl,code10,0.000
1997,percentage (%),a) time series,sl,code10,0.000
1998,percentage (%),a) time series,sl,code10,0.000
1999,percentage (%),a) time series,sl,code10,0.000
2000,percentage (%),a) time series,sl,code10,0.000
2001,percentage (%),a) time series,sl,code10,0.000
2002,percentage (%),a) time series,sl,code10,0.000
2003,percentage (%),a) time series,sl,code10,2.900
2004,percentage (%),a) time series,sl,code10,3.500
2005,percentage (%),a) time series,sl,code10,2.700
2006,percentage (%),a) time series,sl,code10,3.900
2007,percentage (%),a) time series,sl,code10,4.300
2008,percentage (%),a) time series,sl,code10,4.900
2009,percentage (%),a) time series,sl,code10,5.400
2010,percentage (%),a) time series,sl,code10,6.800
2011,percentage (%),a) time series,sl,code10,7.400
2012,percentage (%),a) time series,sl,code10,7.600
2013,percentage (%),a) time series,sl,code10,7.600
2014,percentage (%),a) time series,sl,code10,10.200
2015,percentage (%),a) time series,sl,code10,11.600
1990,percentage (%),a) time series,sn,code14,0.200
1991,percentage (%),a) time series,sn,code14,0.200
1992,percentage (%),a) time series,sn,code14,0.300
1993,percentage (%),a) time series,sn,code14,0.200
1994,percentage (%),a) time series,sn,code14,0.400
1995,percentage (%),a) time series,sn,code14,0.900
1996,percentage (%),a) time series,sn,code14,1.100
1997,percentage (%),a) time series,sn,code14,1.400
1998,percentage (%),a) time series,sn,code14,2.200
1999,percentage (%),a) time series,sn,code14,2.800
2000,percentage (%),a) time series,sn,code14,3.000
2001,percentage (%),a) time series,sn,code14,3.700
2002,percentage (%),a) time series,sn,code14,5.000
2003,percentage (%),a) time series,sn,code14,5.200
2004,percentage (%),a) time series,sn,code14,7.300
2005,percentage (%),a) time series,sn,code14,7.900
2006,percentage (%),a) time series,sn,code14,8.500
2007,percentage (%),a) time series,sn,code14,11.500
2008,percentage (%),a) time series,sn,code14,12.000
2009,percentage (%),a) time series,sn,code14,12.900
2010,percentage (%),a) time series,sn,code14,13.100
2011,percentage (%),a) time series,sn,code14,15.900
2012,percentage (%),a) time series,sn,code14,16.700
2013,percentage (%),a) time series,sn,code14,18.000
2014,percentage (%),a) time series,sn,code14,19.100
2015,percentage (%),a) time series,sn,code14,21.500
2016,percentage (%),a) time series,sn,code14,20.500
1990,percentage (%),a) time series,st,code15,0.000
1991,percentage (%),a) time series,st,code15,0.000
1992,percentage (%),a) time series,st,code15,0.100
1993,percentage (%),a) time series,st,code15,0.100
1994,percentage (%),a) time series,st,code15,0.100
1995,percentage (%),a) time series,st,code15,0.200
1996,percentage (%),a) time series,st,code15,0.400
1997,percentage (%),a) time series,st,code15,0.700
1998,percentage (%),a) time series,st,code15,1.300
1999,percentage (%),a) time series,st,code15,2.000
2000,percentage (%),a) time series,st,code15,4.600
2001,percentage (%),a) time series,st,code15,6.400
2002,percentage (%),a) time series,st,code15,10.200
2003,percentage (%),a) time series,st,code15,13.900
2004,percentage (%),a) time series,st,code15,15.800
2005,percentage (%),a) time series,st,code15,18.900
2006,percentage (%),a) time series,st,code15,22.900
2007,percentage (%),a) time series,st,code15,34.300
2008,percentage (%),a) time series,st,code15,39.000
2009,percentage (%),a) time series,st,code15,42.300
2010,percentage (%),a) time series,st,code15,41.900
2011,percentage (%),a) time series,st,code15,49.600
2012,percentage (%),a) time series,st,code15,53.900
2013,percentage (%),a) time series,st,code15,57.100
2014,percentage (%),a) time series,st,code15,62.200
2015,percentage (%),a) time series,st,code15,71.900
2016,percentage (%),a) time series,st,code15,61.900
1990,percentage (%),a) time series,sh,code01,1.500
1991,percentage (%),a) time series,sh,code01,1.300
1992,percentage (%),a) time series,sh,code01,1.300
1993,percentage (%),a) time series,sh,code01,2.100
1994,percentage (%),a) time series,sh,code01,2.900
1995,percentage (%),a) time series,sh,code01,3.800
1996,percentage (%),a) time series,sh,code01,4.000
1997,percentage (%),a) time series,sh,code01,8.800
1998,percentage (%),a) time series,sh,code01,11.400
1999,percentage (%),a) time series,sh,code01,11.900
2000,percentage (%),a) time series,sh,code01,16.300
2001,percentage (%),a) time series,sh,code01,15.400
2002,percentage (%),a) time series,sh,code01,21.800
2003,percentage (%),a) time series,sh,code01,18.700
2004,percentage (%),a) time series,sh,code01,24.100
2005,percentage (%),a) time series,sh,code01,23.700
2006,percentage (%),a) time series,sh,code01,24.400
2007,percentage (%),a) time series,sh,code01,32.200
2008,percentage (%),a) time series,sh,code01,37.400
2009,percentage (%),a) time series,sh,code01,40.200
2010,percentage (%),a) time series,sh,code01,42.700
2011,percentage (%),a) time series,sh,code01,52.000
2012,percentage (%),a) time series,sh,code01,63.600
2013,percentage (%),a) time series,sh,code01,64.800
2014,percentage (%),a) time series,sh,code01,78.300
2015,percentage (%),a) time series,sh,code01,114.300
2016,percentage (%),a) time series,sh,code01,127.900
1991,percentage (%),a) time series,th,code16,0.900
1992,percentage (%),a) time series,th,code16,1.600
1993,percentage (%),a) time series,th,code16,1.800
1994,percentage (%),a) time series,th,code16,2.600
1995,percentage (%),a) time series,th,code16,2.800
1996,percentage (%),a) time series,th,code16,2.200
1997,percentage (%),a) time series,th,code16,2.600
1998,percentage (%),a) time series,th,code16,3.300
1999,percentage (%),a) time series,th,code16,3.600
2000,percentage (%),a) time series,th,code16,7.300
2001,percentage (%),a) time series,th,code16,7.900
2002,percentage (%),a) time series,th,code16,8.300
2003,percentage (%),a) time series,th,code16,7.700
2004,percentage (%),a) time series,th,code16,11.200
2005,percentage (%),a) time series,th,code16,11.100
2006,percentage (%),a) time series,th,code16,12.300
2007,percentage (%),a) time series,th,code16,17.800
2008,percentage (%),a) time series,th,code16,18.000
2009,percentage (%),a) time series,th,code16,19.800
2010,percentage (%),a) time series,th,code16,19.500
2011,percentage (%),a) time series,th,code16,23.600
2012,percentage (%),a) time series,th,code16,25.600
2013,percentage (%),a) time series,th,code16,28.900
2014,percentage (%),a) time series,th,code16,30.100
2015,percentage (%),a) time series,th,code16,34.200
2016,percentage (%),a) time series,th,code16,34.500
