Year,Units,display,title,Bundesland,GeoCode,Value
2013,percentage (%),a) time series,data from destatis,ni,030000000000,2.85
2016,percentage (%),a) time series,data from destatis,ni,030000000000,3.21
1999,percentage (%),a) time series,data from destatis,nw,050000000000,1.00
2001,percentage (%),a) time series,data from destatis,nw,050000000000,1.50
2003,percentage (%),a) time series,data from destatis,nw,050000000000,2.50
2005,percentage (%),a) time series,data from destatis,nw,050000000000,2.80
2007,percentage (%),a) time series,data from destatis,nw,050000000000,3.26
2010,percentage (%),a) time series,data from destatis,nw,050000000000,3.64
2013,percentage (%),a) time series,data from destatis,nw,050000000000,4.19
2016,percentage (%),a) time series,data from destatis,nw,050000000000,4.22
1999,percentage (%),a) time series,data from destatis,rp,070000000000,1.60
2001,percentage (%),a) time series,data from destatis,rp,070000000000,2.20
2003,percentage (%),a) time series,data from destatis,rp,070000000000,2.40
2005,percentage (%),a) time series,data from destatis,rp,070000000000,2.70
2007,percentage (%),a) time series,data from destatis,rp,070000000000,3.60
2010,percentage (%),a) time series,data from destatis,rp,070000000000,5.10
2013,percentage (%),a) time series,data from destatis,rp,070000000000,6.41
2016,percentage (%),a) time series,data from destatis,rp,070000000000,8.73
1999,percentage (%),a) time series,data from destatis,sl,100000000000,6.30
2001,percentage (%),a) time series,data from destatis,sl,100000000000,5.40
2003,percentage (%),a) time series,data from destatis,sl,100000000000,6.70
2005,percentage (%),a) time series,data from destatis,sl,100000000000,7.80
2007,percentage (%),a) time series,data from destatis,sl,100000000000,9.06
2010,percentage (%),a) time series,data from destatis,sl,100000000000,10.57
2013,percentage (%),a) time series,data from destatis,sl,100000000000,11.42
2016,percentage (%),a) time series,data from destatis,sl,100000000000,14.89
1999,percentage (%),a) time series,data from destatis,sn,140000000000,1.50
2001,percentage (%),a) time series,data from destatis,sn,140000000000,2.60
2003,percentage (%),a) time series,data from destatis,sn,140000000000,3.40
2005,percentage (%),a) time series,data from destatis,sn,140000000000,3.40
2007,percentage (%),a) time series,data from destatis,sn,140000000000,3.49
2010,percentage (%),a) time series,data from destatis,sn,140000000000,3.68
2013,percentage (%),a) time series,data from destatis,sn,140000000000,3.79
2016,percentage (%),a) time series,data from destatis,sn,140000000000,4.59
1999,percentage (%),a) time series,data from destatis,st,150000000000,2.00
2001,percentage (%),a) time series,data from destatis,st,150000000000,2.60
2003,percentage (%),a) time series,data from destatis,st,150000000000,3.20
2005,percentage (%),a) time series,data from destatis,st,150000000000,4.20
2007,percentage (%),a) time series,data from destatis,st,150000000000,3.82
2010,percentage (%),a) time series,data from destatis,st,150000000000,4.23
2013,percentage (%),a) time series,data from destatis,st,150000000000,4.54
2016,percentage (%),a) time series,data from destatis,st,150000000000,4.97
1999,percentage (%),a) time series,data from destatis,sh,010000000000,1.50
2001,percentage (%),a) time series,data from destatis,sh,010000000000,1.90
2003,percentage (%),a) time series,data from destatis,sh,010000000000,2.20
2005,percentage (%),a) time series,data from destatis,sh,010000000000,2.80
2007,percentage (%),a) time series,data from destatis,sh,010000000000,2.94
2010,percentage (%),a) time series,data from destatis,sh,010000000000,3.32
2013,percentage (%),a) time series,data from destatis,sh,010000000000,3.40
2016,percentage (%),a) time series,data from destatis,sh,010000000000,4.04
1999,percentage (%),a) time series,data from destatis,th,160000000000,1.90
2001,percentage (%),a) time series,data from destatis,th,160000000000,2.10
2003,percentage (%),a) time series,data from destatis,th,160000000000,3.00
2005,percentage (%),a) time series,data from destatis,th,160000000000,3.10
2007,percentage (%),a) time series,data from destatis,th,160000000000,5.09
2010,percentage (%),a) time series,data from destatis,th,160000000000,4.36
2013,percentage (%),a) time series,data from destatis,th,160000000000,4.36
2016,percentage (%),a) time series,data from destatis,th,160000000000,4.31
