Year,Units,display,title,Bundesland,GeoCode,Value
2009,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.302530010119757
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,1.92587693779822
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,1.07618684187176
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.24193552065450194
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.6387141533304278
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,1.3184163915147438
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.9652315110018584
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.8491960871172469
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),,,0.8910070337482443
2010,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2011,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2012,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2013,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2014,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2015,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2016,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2017,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2018,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2020,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2025,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2030,percentage (%),b) target (min),structural funding balance (share of gross domestic product (at current prices) in %),,,0.5
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.621958728336014
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.244608392555825
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.226498649952017
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.35426055474893
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.184510219551275
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.244981227450837
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.370524492866931
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bw,code08,0.1821673879983601
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.774761607541487
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.274313591634892
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.0410918696800704
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.153412796316521
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.137061971995619
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.0283566508086161
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.303122000985622
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),by,code09,0.3285485389583574
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,2.5636060875963302
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,2.37648299011494
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.603220817032117
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.216690496700798
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.18910003646323573
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.108583701267076
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.10628503850961432
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),be,code11,0.2691809311082952
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,1.13859442481351
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.831312781434015
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.401742579628091
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.042776525558973995
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.34760108488948466
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.20567107750472588
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.20428413004144003
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),bb,code12,0.9372716542071832
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,3.7239417642875896
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,4.2363997831194595
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,2.9268123722766806
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,2.66396955463366
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,2.1750698416921597
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,1.82642528698672
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,2.4618290571383596
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hb,code04,0.992946447491902
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,1.7974581826640401
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,1.2474966622162902
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.816184947509106
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.49886044623556003
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.244153664212414
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.23291644009425397
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.15670612676182502
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),hh,code02,0.1022512459185427
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,1.4139128673994499
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.9041668081638199
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.595748256449038
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.53152004068425
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.493653866626712
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.394747903976521
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.26218750801026797
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),he,code06,0.2630511080894445
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.6891818467785749
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.570829771392328
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.28330155271043295
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.12876438744941401
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.0404009797237583
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.044426893079277316
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.151986683071579
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),mv,code13,0.9439784233503232
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,1.4799125873341399
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.79317975632297
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.8633075652242321
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.5277496121284679
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.365396627108057
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.273099681383705
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.23300581080645102
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),ni,code03,0.1932091836911989
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,1.11626658282892
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.7608889492769009
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.5391292099032079
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.46729278972974203
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.258086007518916
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.16225311485917998
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.31030791398102
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),nw,code05,0.033421533099723136
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,1.84103272752716
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,1.26496555414354
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.5695707441087321
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.49655921189187496
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.37496836923265703
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.29128765203171303
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.19563184086706303
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),rp,code07,0.28247408335072705
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,2.4030368047532598
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,1.9792089407798201
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,2.44136691761936
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,2.20797498045348
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,1.87404728457423
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,1.5576777499563301
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,1.21669267672389
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sl,code10,0.739886344455072
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.426078082753832
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.5386393327303789
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.7890070921985815
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.5862429598073362
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.021933432033777484
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.3724019487574919
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,0.35622636412749864
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sn,code14,1.0156850558545003
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,1.3943524829600802
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,1.09911225548595
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.0184433788270011
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.02718474754431114
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.03893529661616877
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.0912330229115384
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.2459304368193
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),st,code15,0.7850388464470504
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,2.24904598229993
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,1.48961447576276
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,1.0283452534539101
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,0.535100638193422
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,0.32170754291412396
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,0.173892881984697
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,0.26643679962385397
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),sh,code01,0.237395070309576
2010,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,1.98237428719544
2011,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.7945538727144308
2012,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.0116252034410602
2013,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.01675603217158177
2014,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.029970734459292693
2015,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.04791238877481177
2016,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,0.024940143655227454
2017,percentage (%),a) time series,structural funding balance (share of gross domestic product (at current prices) in %),th,code16,1.203113941967445
1992,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.9280732941337533
1993,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.9793399517037779
1994,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.398049044844868
1995,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.5347975654935055
1996,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.8209538702110991
1997,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.7836370686312506
1998,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.019047619047626
1999,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.891959173512575
2000,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.8951869044710605
2001,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.6977323993826303
2002,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.19845902404857396
2003,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.713533746637026
2004,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.1899151743638186
2005,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.7218535335894956
2006,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,3.814587908912273
2007,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.9840774969379713
2008,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.9622661909395588
2009,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,5.69715142428785
2010,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,4.17896888485123
2011,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,3.924133420536307
2012,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.41955108034402144
2013,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,0.4282431585544373
2014,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.2256890275611028
2015,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.7397497202156842
2016,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.230000000000004
2017,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,2.465029834686476
2018,percentage (%),a) time series,gross domestic produkt (price-adjusted) (year-on-year changes in %),,,1.5274463007159935
