Year,Units,display,Bundesland,GeoCode,Value
2017,percentage (%),a) time series,bb,code12,26.43660020515993
2018,percentage (%),a) time series,bb,code12,24.420443178427092
2010,percentage (%),a) time series,hb,code04,67.56703566750251
2011,percentage (%),a) time series,hb,code04,68.2722226640159
2012,percentage (%),a) time series,hb,code04,68.11066436909006
2013,percentage (%),a) time series,hb,code04,68.7087031233929
2014,percentage (%),a) time series,hb,code04,68.49305457629373
2015,percentage (%),a) time series,hb,code04,70.4955334898228
2016,percentage (%),a) time series,hb,code04,67.12911178970563
2017,percentage (%),a) time series,hb,code04,63.7022710319983
2018,percentage (%),a) time series,hb,code04,63.3636733830991
2010,percentage (%),a) time series,hh,code02,26.55987207384381
2011,percentage (%),a) time series,hh,code02,25.962454898197603
2012,percentage (%),a) time series,hh,code02,25.108455931113998
2013,percentage (%),a) time series,hh,code02,24.535498146391078
2014,percentage (%),a) time series,hh,code02,26.935121313851905
2015,percentage (%),a) time series,hh,code02,26.16128481058547
2016,percentage (%),a) time series,hh,code02,27.874362779160773
2017,percentage (%),a) time series,hh,code02,27.983961393710256
2018,percentage (%),a) time series,hh,code02,28.556339369411287
2010,percentage (%),a) time series,he,code06,22.807095685628962
2011,percentage (%),a) time series,he,code06,23.609622461541072
2012,percentage (%),a) time series,he,code06,24.80284087051522
2013,percentage (%),a) time series,he,code06,23.927343703989173
2014,percentage (%),a) time series,he,code06,24.79682046297795
2015,percentage (%),a) time series,he,code06,23.54644943176177
2016,percentage (%),a) time series,he,code06,22.448211558953805
2017,percentage (%),a) time series,he,code06,20.8625205599892
2018,percentage (%),a) time series,he,code06,18.268311048024813
2010,percentage (%),a) time series,mv,code13,34.96524699019129
2011,percentage (%),a) time series,mv,code13,33.33870799437441
2012,percentage (%),a) time series,mv,code13,33.144169218196694
2013,percentage (%),a) time series,mv,code13,31.04921871550957
2014,percentage (%),a) time series,mv,code13,29.604857990556287
2015,percentage (%),a) time series,mv,code13,28.51301594431817
2016,percentage (%),a) time series,mv,code13,25.18034498564578
2017,percentage (%),a) time series,mv,code13,22.40898034330653
2018,percentage (%),a) time series,mv,code13,20.749714699203047
2010,percentage (%),a) time series,ni,code03,30.06898280914155
2011,percentage (%),a) time series,ni,code03,29.432045606776157
2012,percentage (%),a) time series,ni,code03,28.406086575049763
2013,percentage (%),a) time series,ni,code03,28.048419613879428
2014,percentage (%),a) time series,ni,code03,27.19651040365396
2015,percentage (%),a) time series,ni,code03,28.276892492073145
2016,percentage (%),a) time series,ni,code03,26.13404546122607
2017,percentage (%),a) time series,ni,code03,25.34153566203671
2018,percentage (%),a) time series,ni,code03,24.377921256466056
2010,percentage (%),a) time series,nw,code05,38.72633436953016
2011,percentage (%),a) time series,nw,code05,38.701091761848545
2012,percentage (%),a) time series,nw,code05,43.24239826640184
2013,percentage (%),a) time series,nw,code05,39.392679364875995
2014,percentage (%),a) time series,nw,code05,37.832986316841506
2015,percentage (%),a) time series,nw,code05,36.990335287664045
2016,percentage (%),a) time series,nw,code05,35.73014679325906
2017,percentage (%),a) time series,nw,code05,33.23634687027059
2018,percentage (%),a) time series,nw,code05,31.126177654290572
2010,percentage (%),a) time series,rp,code07,36.15108714513122
2011,percentage (%),a) time series,rp,code07,36.167099374623774
2012,percentage (%),a) time series,rp,code07,36.289540106254655
2013,percentage (%),a) time series,rp,code07,35.73718135587815
2014,percentage (%),a) time series,rp,code07,34.693846715384424
2015,percentage (%),a) time series,rp,code07,33.26359340186013
2016,percentage (%),a) time series,rp,code07,32.83605814692387
2017,percentage (%),a) time series,rp,code07,31.35228124956518
2018,percentage (%),a) time series,rp,code07,29.365906394990105
2010,percentage (%),a) time series,sl,code10,47.99237441822083
2011,percentage (%),a) time series,sl,code10,47.34980776074673
2012,percentage (%),a) time series,sl,code10,49.59548743687454
2013,percentage (%),a) time series,sl,code10,52.295292634871004
2014,percentage (%),a) time series,sl,code10,52.18919670024211
2015,percentage (%),a) time series,sl,code10,51.89988982705408
2016,percentage (%),a) time series,sl,code10,51.61677744061043
2017,percentage (%),a) time series,sl,code10,49.866708040285815
2018,percentage (%),a) time series,sl,code10,48.48514276577405
2010,percentage (%),a) time series,sn,code14,10.62854938823603
2011,percentage (%),a) time series,sn,code14,9.132342337453524
2012,percentage (%),a) time series,sn,code14,9.176599143026007
2013,percentage (%),a) time series,sn,code14,8.088990318835561
2014,percentage (%),a) time series,sn,code14,6.8242652208879395
2015,percentage (%),a) time series,sn,code14,5.732356612106132
2016,percentage (%),a) time series,sn,code14,4.481460409913534
2017,percentage (%),a) time series,sn,code14,3.826456003336583
2018,percentage (%),a) time series,sn,code14,3.3568652385173063
2010,percentage (%),a) time series,st,code15,47.21363012658221
2011,percentage (%),a) time series,st,code15,46.311514007916664
2012,percentage (%),a) time series,st,code15,44.12464596090007
2013,percentage (%),a) time series,st,code15,42.2783454094023
2014,percentage (%),a) time series,st,code15,41.48640236089478
2015,percentage (%),a) time series,st,code15,40.973574182775906
2016,percentage (%),a) time series,st,code15,38.97198671641036
2017,percentage (%),a) time series,st,code15,38.20525168280536
2018,percentage (%),a) time series,st,code15,35.579006487780404
2010,percentage (%),a) time series,sh,code01,41.54306909523926
2011,percentage (%),a) time series,sh,code01,41.27194203428333
2012,percentage (%),a) time series,sh,code01,40.19133188872321
2013,percentage (%),a) time series,sh,code01,38.880699214531106
2014,percentage (%),a) time series,sh,code01,38.079952100002366
2015,percentage (%),a) time series,sh,code01,36.98746741247382
2016,percentage (%),a) time series,sh,code01,37.70409227893037
2017,percentage (%),a) time series,sh,code01,35.85924429235938
2018,percentage (%),a) time series,sh,code01,36.217807425262826
2010,percentage (%),a) time series,th,code16,39.040592286158606
2011,percentage (%),a) time series,th,code16,36.86877503335164
2012,percentage (%),a) time series,th,code16,35.81206539176935
2013,percentage (%),a) time series,th,code16,35.52732240467692
2014,percentage (%),a) time series,th,code16,33.01057492683602
2015,percentage (%),a) time series,th,code16,31.636290862422925
2016,percentage (%),a) time series,th,code16,30.10262569832404
2017,percentage (%),a) time series,th,code16,29.717119378498438
2018,percentage (%),a) time series,th,code16,26.71963502288261
