Year,Units,display,title,Bundesland,GeoCode,Value
2015,2008 = 100,a) time series,a) final energy productivity,bb,120000000000.0,107.2
2016,2008 = 100,a) time series,a) final energy productivity,bb,120000000000.0,104.0
2017,2008 = 100,a) time series,a) final energy productivity,bb,120000000000.0,101.7
2008,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,97.4
2010,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,91.4
2011,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,95.9
2012,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,100.3
2013,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,99.9
2014,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,95.3
2015,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,97.8
2016,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,99.1
2017,2008 = 100,a) time series,a) final energy productivity,hb,40000000000.0,107.3
2008,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,97.6
2010,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,94.2
2011,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,100.9
2012,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,99.3
2013,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,103.8
2014,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,109.6
2015,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,109.7
2016,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,112.2
2017,2008 = 100,a) time series,a) final energy productivity,hh,20000000000.0,115.5
2008,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,97.6
2010,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,98.4
2011,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,106.6
2012,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,104.5
2013,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,102.6
2014,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,106.3
2015,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,104.9
2016,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,105.1
2017,2008 = 100,a) time series,a) final energy productivity,he,60000000000.0,110.3
2008,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,99.9
2010,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,94.6
2011,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,104.5
2012,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,100.7
2013,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,98.5
2014,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,104.5
2015,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,105.5
2016,2008 = 100,a) time series,a) final energy productivity,mv,130000000000.0,111.9
2008,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,99.0
2010,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,97.7
2011,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,108.1
2012,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,111.9
2013,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,109.0
2014,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,114.8
2015,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,115.1
2016,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,120.4
2017,2008 = 100,a) time series,a) final energy productivity,ni,30000000000.0,120.3
2008,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,106.8
2010,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,102.1
2011,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,111.6
2012,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,112.4
2013,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,111.9
2014,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,117.2
2015,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,119.1
2016,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,110.8
2017,2008 = 100,a) time series,a) final energy productivity,nw,50000000000.0,121.1
2008,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,99.3
2010,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,99.8
2011,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,110.0
2012,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,113.1
2013,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,109.4
2014,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,114.9
2015,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,116.1
2016,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,114.4
2017,2008 = 100,a) time series,a) final energy productivity,rp,70000000000.0,116.2
2008,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,112.4
2010,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,103.0
2011,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,100.5
2012,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,103.5
2013,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,102.8
2014,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,104.1
2015,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,105.4
2016,2008 = 100,a) time series,a) final energy productivity,sl,100000000000.0,97.6
2008,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,97.3
2010,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,94.8
2011,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,105.3
2012,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,101.0
2013,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,99.1
2014,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,107.8
2015,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,108.1
2016,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,106.7
2017,2008 = 100,a) time series,a) final energy productivity,sn,140000000000.0,109.0
2008,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,95.9
2010,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,92.2
2011,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,95.7
2012,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,94.7
2013,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,94.4
2014,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,99.4
2015,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,100.6
2016,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,99.5
2017,2008 = 100,a) time series,a) final energy productivity,st,150000000000.0,103.5
2008,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,99.6
2010,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,95.5
2011,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,103.0
2012,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,104.7
2013,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,100.9
2014,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,109.0
2015,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,109.1
2016,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,110.9
2017,2008 = 100,a) time series,a) final energy productivity,sh,10000000000.0,111.9
2008,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,100.0
2009,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,100.4
2010,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,98.9
2011,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,109.8
2012,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,108.2
2013,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,107.0
2014,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,117.5
2015,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,116.8
2016,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,115.1
2017,2008 = 100,a) time series,a) final energy productivity,th,160000000000.0,117.6
2008,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,94.1
2010,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,98.9
2011,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,94.6
2012,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,93.5
2013,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,96.1
2014,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,91.7
2015,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,92.2
2016,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,93.8
2017,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,94.0
2018,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,91.3
2019,2008 = 100,a) time series,b) primary energy consumption,a) germany (total),,88.9
2020,2008 = 100,b) target,b) primary energy consumption,a) germany (total),,80.0
2050,2008 = 100,b) target,b) primary energy consumption,a) germany (total),,50.0
2008,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,95.1
2010,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,95.2
2011,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,88.3
2012,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,85.7
2013,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,88.9
2014,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,85.4
2015,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,87.2
2016,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,89.3
2017,2008 = 100,a) time series,b) primary energy consumption,bw,80000000000.0,92.3
2008,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,98.3
2010,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,102.0
2011,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,99.9
2012,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,97.6
2013,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,98.2
2014,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,94.7
2015,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,94.8
2016,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,95.0
2017,2008 = 100,a) time series,b) primary energy consumption,by,90000000000.0,97.1
2008,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,98.7
2010,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,107.7
2011,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,96.2
2012,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,97.4
2013,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,100.9
2014,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,94.4
2015,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,91.9
2016,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,94.5
2017,2008 = 100,a) time series,b) primary energy consumption,be,110000000000.0,95.2
2008,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,96.3
2010,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,101.4
2011,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,104.9
2012,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,104.2
2013,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,102.7
2014,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,101.5
2015,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,102.2
2016,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,102.8
2017,2008 = 100,a) time series,b) primary energy consumption,bb,120000000000.0,108.6
2008,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,96.2
2010,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,105.8
2011,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,100.2
2012,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,100.1
2013,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,99.2
2014,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,101.2
2015,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,99.7
2016,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,100.2
2017,2008 = 100,a) time series,b) primary energy consumption,hb,40000000000.0,105.9
2008,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,98.7
2010,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,106.2
2011,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,99.5
2012,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,100.0
2013,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,99.2
2014,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,99.9
2015,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,107.1
2016,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,110.2
2017,2008 = 100,a) time series,b) primary energy consumption,hh,20000000000.0,113.0
2008,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,83.7
2010,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,95.2
2011,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,83.5
2012,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,80.8
2013,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,81.4
2014,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,80.3
2015,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,81.5
2016,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,83.5
2017,2008 = 100,a) time series,b) primary energy consumption,he,60000000000.0,99.1
2008,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,95.0
2010,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,102.1
2011,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,98.2
2012,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,103.9
2013,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,103.9
2014,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,105.0
2015,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,101.9
2016,2008 = 100,a) time series,b) primary energy consumption,mv,130000000000.0,105.8
2008,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,97.7
2010,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,100.8
2011,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,91.8
2012,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,90.6
2013,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,91.0
2014,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,90.2
2015,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,89.5
2016,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,89.5
2017,2008 = 100,a) time series,b) primary energy consumption,ni,30000000000.0,92.2
2008,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,100.7
2010,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,105.7
2011,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,101.9
2012,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,100.6
2013,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,100.5
2014,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,102.5
2015,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,101.6
2016,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,96.7
2017,2008 = 100,a) time series,b) primary energy consumption,nw,50000000000.0,94.3
2008,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,92.8
2010,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,100.3
2011,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,94.6
2012,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,94.2
2013,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,97.8
2014,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,92.3
2015,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,94.7
2016,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,96.1
2017,2008 = 100,a) time series,b) primary energy consumption,rp,70000000000.0,105.7
2008,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,82.9
2010,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,87.4
2011,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,91.8
2012,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,93.3
2013,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,97.7
2014,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,90.8
2015,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,87.3
2016,2008 = 100,a) time series,b) primary energy consumption,sl,100000000000.0,83.4
2008,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,99.5
2010,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,101.2
2011,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,96.7
2012,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,98.4
2013,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,101.5
2014,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,99.4
2015,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,97.7
2016,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,100.5
2017,2008 = 100,a) time series,b) primary energy consumption,sn,140000000000.0,104.3
2008,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,99.1
2010,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,104.3
2011,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,102.3
2012,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,102.8
2013,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,97.0
2014,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,97.0
2015,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,100.2
2016,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,103.2
2017,2008 = 100,a) time series,b) primary energy consumption,st,150000000000.0,100.3
2008,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,97.2
2010,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,102.1
2011,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,97.3
2012,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,96.8
2013,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,100.2
2014,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,96.7
2015,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,93.9
2016,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,95.9
2017,2008 = 100,a) time series,b) primary energy consumption,sh,10000000000.0,88.9
2008,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,100.0
2009,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,96.1
2010,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,100.0
2011,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,95.2
2012,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,96.8
2013,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,98.7
2014,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,92.9
2015,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,93.7
2016,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,96.8
2017,2008 = 100,a) time series,b) primary energy consumption,th,160000000000.0,101.6
