Year,Units,display,Bundesland,GeoCode,Value
2016,percentage (%),a) time series,ni,code03,18.10
2005,percentage (%),a) time series,nw,code05,3.20
2006,percentage (%),a) time series,nw,code05,4.10
2007,percentage (%),a) time series,nw,code05,4.60
2008,percentage (%),a) time series,nw,code05,4.00
2009,percentage (%),a) time series,nw,code05,4.90
2010,percentage (%),a) time series,nw,code05,5.00
2011,percentage (%),a) time series,nw,code05,5.40
2012,percentage (%),a) time series,nw,code05,5.50
2013,percentage (%),a) time series,nw,code05,5.90
2014,percentage (%),a) time series,nw,code05,5.80
2015,percentage (%),a) time series,nw,code05,6.30
2005,percentage (%),a) time series,rp,code07,4.20
2006,percentage (%),a) time series,rp,code07,7.80
2007,percentage (%),a) time series,rp,code07,9.40
2008,percentage (%),a) time series,rp,code07,8.80
2009,percentage (%),a) time series,rp,code07,9.50
2010,percentage (%),a) time series,rp,code07,10.40
2011,percentage (%),a) time series,rp,code07,11.10
2012,percentage (%),a) time series,rp,code07,12.20
2013,percentage (%),a) time series,rp,code07,12.90
2014,percentage (%),a) time series,rp,code07,12.90
2015,percentage (%),a) time series,rp,code07,14.30
2016,percentage (%),a) time series,rp,code07,14.30
2005,percentage (%),a) time series,sl,code10,1.80
2006,percentage (%),a) time series,sl,code10,2.20
2007,percentage (%),a) time series,sl,code10,2.70
2008,percentage (%),a) time series,sl,code10,2.50
2009,percentage (%),a) time series,sl,code10,3.00
2010,percentage (%),a) time series,sl,code10,3.40
2011,percentage (%),a) time series,sl,code10,3.30
2012,percentage (%),a) time series,sl,code10,3.30
2013,percentage (%),a) time series,sl,code10,3.70
2014,percentage (%),a) time series,sl,code10,3.90
2015,percentage (%),a) time series,sl,code10,4.40
2005,percentage (%),a) time series,sn,code14,3.60
2006,percentage (%),a) time series,sn,code14,6.60
2007,percentage (%),a) time series,sn,code14,7.90
2008,percentage (%),a) time series,sn,code14,7.60
2009,percentage (%),a) time series,sn,code14,8.10
2010,percentage (%),a) time series,sn,code14,9.00
2011,percentage (%),a) time series,sn,code14,10.00
2012,percentage (%),a) time series,sn,code14,10.20
2013,percentage (%),a) time series,sn,code14,10.60
2014,percentage (%),a) time series,sn,code14,11.10
2015,percentage (%),a) time series,sn,code14,12.00
2016,percentage (%),a) time series,sn,code14,11.70
2005,percentage (%),a) time series,st,code15,7.90
2006,percentage (%),a) time series,st,code15,12.40
2007,percentage (%),a) time series,st,code15,16.30
2008,percentage (%),a) time series,st,code15,16.80
2009,percentage (%),a) time series,st,code15,17.80
2010,percentage (%),a) time series,st,code15,18.20
2011,percentage (%),a) time series,st,code15,20.60
2012,percentage (%),a) time series,st,code15,20.80
2013,percentage (%),a) time series,st,code15,21.90
2014,percentage (%),a) time series,st,code15,22.90
2015,percentage (%),a) time series,st,code15,25.70
2016,percentage (%),a) time series,st,code15,23.40
2005,percentage (%),a) time series,sh,code01,8.10
2006,percentage (%),a) time series,sh,code01,9.10
2007,percentage (%),a) time series,sh,code01,12.00
2008,percentage (%),a) time series,sh,code01,12.60
2009,percentage (%),a) time series,sh,code01,13.10
2010,percentage (%),a) time series,sh,code01,14.90
2011,percentage (%),a) time series,sh,code01,17.40
2012,percentage (%),a) time series,sh,code01,19.20
2013,percentage (%),a) time series,sh,code01,19.20
2014,percentage (%),a) time series,sh,code01,22.40
2015,percentage (%),a) time series,sh,code01,29.90
2016,percentage (%),a) time series,sh,code01,31.50
2005,percentage (%),a) time series,th,code16,12.40
2006,percentage (%),a) time series,th,code16,13.70
2007,percentage (%),a) time series,th,code16,16.70
2008,percentage (%),a) time series,th,code16,15.40
2009,percentage (%),a) time series,th,code16,15.00
2010,percentage (%),a) time series,th,code16,16.50
2011,percentage (%),a) time series,th,code16,17.10
2012,percentage (%),a) time series,th,code16,16.90
2013,percentage (%),a) time series,th,code16,18.00
2014,percentage (%),a) time series,th,code16,18.70
2015,percentage (%),a) time series,th,code16,19.80
2016,percentage (%),a) time series,th,code16,20.50
