Year,Units,display,sex,Bundesland,GeoCode,Value
1999,per 100 000 inhabitants,a) time series,female,be,110000000000.0,214
2000,per 100 000 inhabitants,a) time series,female,be,110000000000.0,206
2001,per 100 000 inhabitants,a) time series,female,be,110000000000.0,191
2002,per 100 000 inhabitants,a) time series,female,be,110000000000.0,202
2003,per 100 000 inhabitants,a) time series,female,be,110000000000.0,188
2004,per 100 000 inhabitants,a) time series,female,be,110000000000.0,178
2005,per 100 000 inhabitants,a) time series,female,be,110000000000.0,186
2006,per 100 000 inhabitants,a) time series,female,be,110000000000.0,175
2007,per 100 000 inhabitants,a) time series,female,be,110000000000.0,169
2008,per 100 000 inhabitants,a) time series,female,be,110000000000.0,174
2009,per 100 000 inhabitants,a) time series,female,be,110000000000.0,167
2010,per 100 000 inhabitants,a) time series,female,be,110000000000.0,164
2011,per 100 000 inhabitants,a) time series,female,be,110000000000.0,174
2012,per 100 000 inhabitants,a) time series,female,be,110000000000.0,170
2013,per 100 000 inhabitants,a) time series,female,be,110000000000.0,162
2014,per 100 000 inhabitants,a) time series,female,be,110000000000.0,162
2015,per 100 000 inhabitants,a) time series,female,be,110000000000.0,169
2016,per 100 000 inhabitants,a) time series,female,be,110000000000.0,161
2017,per 100 000 inhabitants,a) time series,female,be,110000000000.0,159
2018,per 100 000 inhabitants,a) time series,female,be,110000000000.0,167
1998,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,207
1999,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,195
2000,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,187
2001,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,182
2002,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,177
2003,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,174
2004,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,166
2005,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,162
2006,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,158
2007,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,153
2008,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,151
2009,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,150
2010,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,153
2011,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,152
2012,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,145
2013,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,157
2014,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,145
2015,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,153
2016,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,152
2017,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,151
2018,per 100 000 inhabitants,a) time series,female,bb,120000000000.0,152
1998,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,218
1999,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,201
2000,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,218
2001,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,205
2002,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,209
2003,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,192
2004,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,205
2005,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,188
2006,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,188
2007,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,189
2008,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,192
2009,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,196
2010,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,174
2011,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,191
2012,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,191
2013,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,187
2014,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,185
2015,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,180
2016,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,185
2017,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,162
2018,per 100 000 inhabitants,a) time series,female,hb,40000000000.0,189
1998,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,207
1999,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,210
2000,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,203
2001,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,195
2002,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,196
2003,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,187
2004,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,191
2005,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,178
2006,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,178
2007,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,177
2008,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,167
2009,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,178
2010,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,160
2011,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,172
2012,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,171
2013,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,167
2014,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,162
2015,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,172
2016,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,158
2017,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,157
2018,per 100 000 inhabitants,a) time series,female,hh,20000000000.0,159
1998,per 100 000 inhabitants,a) time series,female,he,60000000000.0,183
1999,per 100 000 inhabitants,a) time series,female,he,60000000000.0,184
2000,per 100 000 inhabitants,a) time series,female,he,60000000000.0,179
2001,per 100 000 inhabitants,a) time series,female,he,60000000000.0,175
2002,per 100 000 inhabitants,a) time series,female,he,60000000000.0,173
2003,per 100 000 inhabitants,a) time series,female,he,60000000000.0,166
2004,per 100 000 inhabitants,a) time series,female,he,60000000000.0,163
2005,per 100 000 inhabitants,a) time series,female,he,60000000000.0,157
2006,per 100 000 inhabitants,a) time series,female,he,60000000000.0,153
2007,per 100 000 inhabitants,a) time series,female,he,60000000000.0,155
2008,per 100 000 inhabitants,a) time series,female,he,60000000000.0,152
2009,per 100 000 inhabitants,a) time series,female,he,60000000000.0,152
2010,per 100 000 inhabitants,a) time series,female,he,60000000000.0,151
2011,per 100 000 inhabitants,a) time series,female,he,60000000000.0,156
2012,per 100 000 inhabitants,a) time series,female,he,60000000000.0,152
2013,per 100 000 inhabitants,a) time series,female,he,60000000000.0,151
2014,per 100 000 inhabitants,a) time series,female,he,60000000000.0,145
2015,per 100 000 inhabitants,a) time series,female,he,60000000000.0,146
2016,per 100 000 inhabitants,a) time series,female,he,60000000000.0,145
2017,per 100 000 inhabitants,a) time series,female,he,60000000000.0,143
2018,per 100 000 inhabitants,a) time series,female,he,60000000000.0,145
1998,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,219
1999,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,203
2000,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,202
2001,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,190
2002,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,190
2003,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,176
2004,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,168
2005,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,170
2006,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,162
2007,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,158
2008,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,164
2009,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,156
2010,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,160
2011,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,162
2012,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,151
2013,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,164
2014,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,149
2015,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,159
2016,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,154
2017,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,147
2018,per 100 000 inhabitants,a) time series,female,mv,130000000000.0,162
1998,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,192
1999,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,191
2000,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,186
2001,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,182
2002,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,181
2003,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,179
2004,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,168
2005,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,168
2006,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,167
2007,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,161
2008,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,166
2009,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,165
2010,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,161
2011,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,166
2012,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,158
2013,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,166
2014,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,159
2015,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,158
2016,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,162
2017,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,160
2018,per 100 000 inhabitants,a) time series,female,ni,30000000000.0,163
1998,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,199
1999,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,195
2000,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,194
2001,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,189
2002,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,187
2003,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,186
2004,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,178
2005,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,176
2006,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,171
2007,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,172
2008,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,173
2009,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,171
2010,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,172
2011,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,169
2012,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,166
2013,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,172
2014,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,164
2015,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,170
2016,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,167
2017,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,163
2018,per 100 000 inhabitants,a) time series,female,nw,50000000000.0,165
1998,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,190
1999,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,184
2000,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,185
2001,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,177
2002,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,179
2003,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,173
2004,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,172
2005,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,169
2006,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,162
2007,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,165
2008,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,162
2009,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,164
2010,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,156
2011,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,162
2012,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,153
2013,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,161
2014,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,154
2015,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,150
2016,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,152
2017,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,154
2018,per 100 000 inhabitants,a) time series,female,rp,70000000000.0,154
1998,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,210
1999,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,216
2000,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,212
2001,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,204
2002,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,195
2003,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,206
2004,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,199
2005,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,182
2006,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,186
2007,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,182
2008,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,190
2009,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,187
2010,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,186
2011,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,189
2012,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,175
2013,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,177
2014,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,182
2015,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,180
2016,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,174
2017,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,178
2018,per 100 000 inhabitants,a) time series,female,sl,100000000000.0,188
1998,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,191
1999,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,184
2000,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,177
2001,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,169
2002,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,165
2003,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,160
2004,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,151
2005,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,154
2006,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,148
2007,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,146
2008,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,141
2009,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,142
2010,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,136
2011,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,139
2012,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,139
2013,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,142
2014,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,133
2015,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,139
2016,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,138
2017,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,132
2018,per 100 000 inhabitants,a) time series,female,sn,140000000000.0,138
1998,per 100 000 inhabitants,a) time series,female,st,150000000000.0,220
1999,per 100 000 inhabitants,a) time series,female,st,150000000000.0,202
2000,per 100 000 inhabitants,a) time series,female,st,150000000000.0,200
2001,per 100 000 inhabitants,a) time series,female,st,150000000000.0,193
2002,per 100 000 inhabitants,a) time series,female,st,150000000000.0,190
2003,per 100 000 inhabitants,a) time series,female,st,150000000000.0,178
2004,per 100 000 inhabitants,a) time series,female,st,150000000000.0,173
2005,per 100 000 inhabitants,a) time series,female,st,150000000000.0,178
2006,per 100 000 inhabitants,a) time series,female,st,150000000000.0,169
2007,per 100 000 inhabitants,a) time series,female,st,150000000000.0,161
2008,per 100 000 inhabitants,a) time series,female,st,150000000000.0,172
2009,per 100 000 inhabitants,a) time series,female,st,150000000000.0,167
2010,per 100 000 inhabitants,a) time series,female,st,150000000000.0,170
2011,per 100 000 inhabitants,a) time series,female,st,150000000000.0,167
2012,per 100 000 inhabitants,a) time series,female,st,150000000000.0,162
2013,per 100 000 inhabitants,a) time series,female,st,150000000000.0,167
2014,per 100 000 inhabitants,a) time series,female,st,150000000000.0,151
2015,per 100 000 inhabitants,a) time series,female,st,150000000000.0,168
2016,per 100 000 inhabitants,a) time series,female,st,150000000000.0,160
2017,per 100 000 inhabitants,a) time series,female,st,150000000000.0,166
2018,per 100 000 inhabitants,a) time series,female,st,150000000000.0,166
1998,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,197
1999,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,197
2000,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,195
2001,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,190
2002,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,180
2003,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,184
2004,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,183
2005,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,174
2006,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,169
2007,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,163
2008,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,170
2009,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,170
2010,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,171
2011,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,169
2012,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,174
2013,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,163
2014,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,165
2015,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,161
2016,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,164
2017,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,166
2018,per 100 000 inhabitants,a) time series,female,sh,10000000000.0,167
1998,per 100 000 inhabitants,a) time series,female,th,160000000000.0,204
1999,per 100 000 inhabitants,a) time series,female,th,160000000000.0,191
2000,per 100 000 inhabitants,a) time series,female,th,160000000000.0,180
2001,per 100 000 inhabitants,a) time series,female,th,160000000000.0,176
2002,per 100 000 inhabitants,a) time series,female,th,160000000000.0,176
2003,per 100 000 inhabitants,a) time series,female,th,160000000000.0,170
2004,per 100 000 inhabitants,a) time series,female,th,160000000000.0,166
2005,per 100 000 inhabitants,a) time series,female,th,160000000000.0,153
2006,per 100 000 inhabitants,a) time series,female,th,160000000000.0,153
2007,per 100 000 inhabitants,a) time series,female,th,160000000000.0,152
2008,per 100 000 inhabitants,a) time series,female,th,160000000000.0,149
2009,per 100 000 inhabitants,a) time series,female,th,160000000000.0,152
2010,per 100 000 inhabitants,a) time series,female,th,160000000000.0,152
2011,per 100 000 inhabitants,a) time series,female,th,160000000000.0,149
2012,per 100 000 inhabitants,a) time series,female,th,160000000000.0,142
2013,per 100 000 inhabitants,a) time series,female,th,160000000000.0,137
2014,per 100 000 inhabitants,a) time series,female,th,160000000000.0,143
2015,per 100 000 inhabitants,a) time series,female,th,160000000000.0,146
2016,per 100 000 inhabitants,a) time series,female,th,160000000000.0,149
2017,per 100 000 inhabitants,a) time series,female,th,160000000000.0,150
2018,per 100 000 inhabitants,a) time series,female,th,160000000000.0,151
1991,per 100 000 inhabitants,a) time series,male,a) germany (total),,492
1992,per 100 000 inhabitants,a) time series,male,a) germany (total),,476
1993,per 100 000 inhabitants,a) time series,male,a) germany (total),,472
1994,per 100 000 inhabitants,a) time series,male,a) germany (total),,461
1995,per 100 000 inhabitants,a) time series,male,a) germany (total),,451
1996,per 100 000 inhabitants,a) time series,male,a) germany (total),,439
1997,per 100 000 inhabitants,a) time series,male,a) germany (total),,422
1998,per 100 000 inhabitants,a) time series,male,a) germany (total),,404
1999,per 100 000 inhabitants,a) time series,male,a) germany (total),,392
2000,per 100 000 inhabitants,a) time series,male,a) germany (total),,382
2001,per 100 000 inhabitants,a) time series,male,a) germany (total),,366
2002,per 100 000 inhabitants,a) time series,male,a) germany (total),,360
2003,per 100 000 inhabitants,a) time series,male,a) germany (total),,356
2004,per 100 000 inhabitants,a) time series,male,a) germany (total),,337
2005,per 100 000 inhabitants,a) time series,male,a) germany (total),,329
2006,per 100 000 inhabitants,a) time series,male,a) germany (total),,318
2007,per 100 000 inhabitants,a) time series,male,a) germany (total),,313
2008,per 100 000 inhabitants,a) time series,male,a) germany (total),,308
2009,per 100 000 inhabitants,a) time series,male,a) germany (total),,305
2010,per 100 000 inhabitants,a) time series,male,a) germany (total),,301
2011,per 100 000 inhabitants,a) time series,male,a) germany (total),,299
2012,per 100 000 inhabitants,a) time series,male,a) germany (total),,292
2013,per 100 000 inhabitants,a) time series,male,a) germany (total),,292
2014,per 100 000 inhabitants,a) time series,male,a) germany (total),,281
2015,per 100 000 inhabitants,a) time series,male,a) germany (total),,288
2016,per 100 000 inhabitants,a) time series,male,a) germany (total),,284
2017,per 100 000 inhabitants,a) time series,male,a) germany (total),,276
2018,per 100 000 inhabitants,a) time series,male,a) germany (total),,279
2030,per 100 000 inhabitants,b) target (max),male,a) germany (total),,190
1998,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,355
1999,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,342
2000,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,328
2001,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,318
2002,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,305
2003,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,299
2004,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,284
2005,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,277
2006,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,266
2007,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,262
2008,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,256
2009,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,258
2010,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,253
2011,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,251
2012,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,245
2013,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,243
2014,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,235
2015,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,239
2016,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,244
2017,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,232
2018,per 100 000 inhabitants,a) time series,male,bw,80000000000.0,233
1998,per 100 000 inhabitants,a) time series,male,by,90000000000.0,381
