Year,Units,display,title,Bundesland,GeoCode,Value
2007,percentage (%),a) time series,data from destatis,ni,code030000000000,2.86
2010,percentage (%),a) time series,data from destatis,ni,code030000000000,2.89
2013,percentage (%),a) time series,data from destatis,ni,code030000000000,2.85
2016,percentage (%),a) time series,data from destatis,ni,code030000000000,3.21
1999,percentage (%),a) time series,data from destatis,nw,code050000000000,1.0
2001,percentage (%),a) time series,data from destatis,nw,code050000000000,1.5
2003,percentage (%),a) time series,data from destatis,nw,code050000000000,2.5
2005,percentage (%),a) time series,data from destatis,nw,code050000000000,2.8
2007,percentage (%),a) time series,data from destatis,nw,code050000000000,3.26
2010,percentage (%),a) time series,data from destatis,nw,code050000000000,3.64
2013,percentage (%),a) time series,data from destatis,nw,code050000000000,4.19
2016,percentage (%),a) time series,data from destatis,nw,code050000000000,4.22
1999,percentage (%),a) time series,data from destatis,rp,code070000000000,1.6
2001,percentage (%),a) time series,data from destatis,rp,code070000000000,2.2
2003,percentage (%),a) time series,data from destatis,rp,code070000000000,2.4
2005,percentage (%),a) time series,data from destatis,rp,code070000000000,2.7
2007,percentage (%),a) time series,data from destatis,rp,code070000000000,3.6
2010,percentage (%),a) time series,data from destatis,rp,code070000000000,5.1
2013,percentage (%),a) time series,data from destatis,rp,code070000000000,6.41
2016,percentage (%),a) time series,data from destatis,rp,code070000000000,8.73
1999,percentage (%),a) time series,data from destatis,sl,code100000000000,6.3
2001,percentage (%),a) time series,data from destatis,sl,code100000000000,5.4
2003,percentage (%),a) time series,data from destatis,sl,code100000000000,6.7
2005,percentage (%),a) time series,data from destatis,sl,code100000000000,7.8
2007,percentage (%),a) time series,data from destatis,sl,code100000000000,9.06
2010,percentage (%),a) time series,data from destatis,sl,code100000000000,10.57
2013,percentage (%),a) time series,data from destatis,sl,code100000000000,11.42
2016,percentage (%),a) time series,data from destatis,sl,code100000000000,14.89
1999,percentage (%),a) time series,data from destatis,sn,code140000000000,1.5
2001,percentage (%),a) time series,data from destatis,sn,code140000000000,2.6
2003,percentage (%),a) time series,data from destatis,sn,code140000000000,3.4
2005,percentage (%),a) time series,data from destatis,sn,code140000000000,3.4
2007,percentage (%),a) time series,data from destatis,sn,code140000000000,3.49
2010,percentage (%),a) time series,data from destatis,sn,code140000000000,3.68
2013,percentage (%),a) time series,data from destatis,sn,code140000000000,3.79
2016,percentage (%),a) time series,data from destatis,sn,code140000000000,4.59
1999,percentage (%),a) time series,data from destatis,st,code150000000000,2.0
2001,percentage (%),a) time series,data from destatis,st,code150000000000,2.6
2003,percentage (%),a) time series,data from destatis,st,code150000000000,3.2
2005,percentage (%),a) time series,data from destatis,st,code150000000000,4.2
2007,percentage (%),a) time series,data from destatis,st,code150000000000,3.82
2010,percentage (%),a) time series,data from destatis,st,code150000000000,4.23
2013,percentage (%),a) time series,data from destatis,st,code150000000000,4.54
2016,percentage (%),a) time series,data from destatis,st,code150000000000,4.97
1999,percentage (%),a) time series,data from destatis,sh,code010000000000,1.5
2001,percentage (%),a) time series,data from destatis,sh,code010000000000,1.9
2003,percentage (%),a) time series,data from destatis,sh,code010000000000,2.2
2005,percentage (%),a) time series,data from destatis,sh,code010000000000,2.8
2007,percentage (%),a) time series,data from destatis,sh,code010000000000,2.94
2010,percentage (%),a) time series,data from destatis,sh,code010000000000,3.32
2013,percentage (%),a) time series,data from destatis,sh,code010000000000,3.4
2016,percentage (%),a) time series,data from destatis,sh,code010000000000,4.04
1999,percentage (%),a) time series,data from destatis,th,code160000000000,1.9
2001,percentage (%),a) time series,data from destatis,th,code160000000000,2.1
2003,percentage (%),a) time series,data from destatis,th,code160000000000,3.0
2005,percentage (%),a) time series,data from destatis,th,code160000000000,3.1
2007,percentage (%),a) time series,data from destatis,th,code160000000000,5.09
2010,percentage (%),a) time series,data from destatis,th,code160000000000,4.36
2013,percentage (%),a) time series,data from destatis,th,code160000000000,4.36
2016,percentage (%),a) time series,data from destatis,th,code160000000000,4.31
